Item code,Item Description,UOM,Bin Location,
0007-12-002-L,Ipratropium Br 21mcg N/Spray 30mL,EA,4D-1-441,
0000-33-80X-4,Topiramate 50mg Tablet ,EA,4D-1-442,
0012-75-18X-8,Luliconazole 5% Nail Solution 4mL (LUCONAC),EA,4D-1-443,
0004-24-038-E,Propranolol HCl 10mg Tablet,EA,4D-1-444,
0004-28-001-H,Amitriptyline HCl 10mg Tablet,EA,4D-2-445,
0004-56-111-F,Ondansetron HCl 8mg Tablet,EA,4D-2-446,
0004-08-048-E,Tetracycline HCl 250mg Capsule,EA,4D-2-447,
0004-24-141-L,DilTIAZem HCl SR 100mg Capsule (Herbesser),EA,4D-2-448,
0004-28-060-C,Trifluoperazine HCl 1mg Tablet,EA,4D-3-449,
0004-24-380-C,Rosuvastatin 20mg Tablet,TAB,4D-3-450,
0004-24-253-D,NiFEdipine LA 30mg Tablet,EA,4D-3-451,
0004-08-196-G,Fluconazole 150mg Capsule,EA,4D-3-452,
0004-68-080-F,Prednisolone 20mg Tablet,EA,4D-4-453 to 454,
0004-28-383-G,Mirtazapine 15mg SolTab,EA,4D-4-455,
0020-28-003-E,Diclofenac Sodium 25mg Suppository,EA,4D-4-456,
0004-28-067-K,Aspirin 100mg Tablet,EA,4D-5-457 to 458 ,
0013-84-112-D,Potassium Permanganate 0.1% Solution 100mL,BTL,4D-5-459,
0004-10-045-L,Tretinoin 10mg Cap (VESANOID),EA,4D-5-460,
0004-28-414-L,ROPINIRole 1mg Tablet,EA,4D-6-461,
0008-91-26X-6,Finerenone 20mg Tablet (Kerendia),EA,4D-6-462,
0010-20-028-D,Enoxaparin Sodium 60mg/0.6mL Injection (Clexane),EA,4D-6-463,
0004-28-291-F,"Levodopa 250mg, Carbidopa 25mg Tablet (CREDANIL)",EA,4E-1-469,
0005-12-004-I,Nicotine 7mg/24hr Patch (NICOTINELLTTS10),EA,4E-1-470,
0004-10-086-E,Tamoxifen 20mg Tablet,EA,4E-1-471,
0004-24-007-E,Digoxin 62.5mcg Tablet (Lanoxin PG),EA,4E-1-472,
7394-28-92X-7,Tenofovir Alafenamide 25mg Tab (Vemlidy),EA,4E-2-473,
0004-24-352-D,Irbesartan 300mg Tablet,EA,4E-2-474,
0011-55-39X-8,Abrocitinib 200mg Tablet (CIBINQO),EA,4E-2-475,
0004-28-186-C,Bromazepam 1.5mg Tablet (Lexotan),EA,4E-2-476,
0004-12-089-K,Tizanidine 4mg Tab,EA,4E-3-477,
0045-69-63X-5,Semaglutide (RYBELSUS) 3mg Tablet,EA,4E-3-478,
0004-04-014-I,Loratadine 10mg Tablet,EA,4E-3-479,
0004-88-012-K,Thiamine HCl 10mg Tablet,EA,4E-3-480,
0004-68-122-E,Levothyroxine Sodium 100mcg Tablet (Euthyrox),EA,4E-4-481,
0000-33-75X-5,Tolterodine Tartrate 2mg Tablet ,EA,4E-4-482,
0001-83-09X-3,Budesonide 200mcg Easyhaler 200D,EA,4E-4-483,
0004-28-366-F,Gabapentin 100mg Capsule,EA,4E-4-484,
0008-42-91X-1,Varenicline Starter Pack Tablet,PACK,4E-5-485,
2627-73-77X-2,CETIrizine HCl 5mg/5mL Solution 60mL,BTL,4E-5-486,
0013-84-095-K,Clobetasol 0.05% Scalp Application 30mL,BTL,4E-5-487,
0004-40-024-W,Sodium Chloride SR 500mg Tablet,EA,4E-5-488,
7251-71-16X-2,Paromomycin 250mg Cap,EA,4E-6-489,
0005-84-371-G,Tacrolimus 0.1% Ointment 10g (Protopic),EA,4E-6-490,
0004-24-075-J,Atenolol 50mg Tablet,EA,4E-6-491,
0004-08-259-G,Voriconazole 200mg Tablet,EA,4E-6-492,
0004-24-034-W,Prazosin HCl 1mg Tablet,EA,5A-1-497,
0004-28-314-W,ARIPIprazole 10mg Tablet (Abilify),EA,5A-1-498,
0004-20-002-W,Warfarin Sodium 1mg Tablet,EA,5A-1-499,
0004-08-236-L,ValACiclovir HCl 500mg Tablet,EA,5A-1-500,
0004-08-029-I,Nitrofurantoin 50mg Tablet,EA,5A-2-501,
1109-12-01X-4,"Sacubitril 97mg, Valsartan 103mg Tab",TAB,5A-2-502,
0004-24-144-F,DilTIAZem HCl SR 200mg Capsule (Herbesser),EA,5A-2-503,
0004-28-064-F,Diclofenac Sodium 25mg EC Tablet,EA,5A-2-504,
0004-24-248-E,Verapamil HCl 40mg Tablet,EA,5A-3-505,
0004-24-273-W,Terazosin HCl 2mg Tablet,TAB,5A-3-506,
0020-56-011-I,Mesalazine 1g Suppository (Pentasa),EA,5A-3-507,
0004-28-371-J,ZolpiDEM Tartrate CR 6.25mg Tablet (Stilnox),EA,5A-3-508,
0004-24-085-G,Simvastatin 10mg Tablet,EA,5A-4-509,
0004-92-169-D,Alfuzosin HCl XL 10mg Tablet,EA,5A-4-510,
0004-88-005-H,Folic Acid 5mg Tablet,EA,5A-4-511,
0004-08-159-G,Clarithromycin 500mg Tablet,EA,5A-4-512,
0005-84-166-H,"Betamethasone 0.1%, Clioquinol 3% Cream 15g",EA,5A-5-513,
0015-56-023-H,Kaolin Mixture BP 100mL,BTL,5A-5-514,
0013-84-256-F,Chlorhexidine 4% Hair & Body Solution 100mL,BTL,5A-5-515,
0005-84-169-W,"Coal Tar 15%, Aqueous Cream 30g",EA,5A-5-516,
0013-84-204-J,Proflavine Emulsion 100mL,BTL,5A-6-517,
0001-12-24X-7,Nicotine 21mg/24hr Patch 7s (NICOTINELL),BOX,5A-6-518,
0007-68-008-F,Fluticasone Furoate 27.5mcg Nasal Spray 120D,EA,5A-6-519,
0013-84-094-W,Cetrimide 5% Shampoo,BTL,5A-6-520,
0009-40-129-J,Smofkabiven W/ Electrolyte 2L,EA,5A-7-521-524,
0004-28-013-L,ChlorproMAZINE HCl 100mg Tablet,EA,5B-1-525,
0004-08-247-J,Darunavir 800mg Tablet (Prezista),EA,5B-1-526,
0004-28-386-D,RisperiDONE 1mg Tablet,EA,5B-1-527,
0004-24-009-L,Dipyridamole 25mg Tablet,EA,5B-1-528,
0004-28-384-F,Mirtazapine 30mg SolTab,EA,5B-2-529,
0000-29-89X-9,Pregabalin 25mg Cap ,EA,5B-2-530,
0000-24-43X-9,LamoTRIGine 100mg TAB,EA,5B-2-531,
0004-68-082-W,GliMEpiride 2mg Tablet (Amaryl),EA,5B-2-532,
0000-32-90X-1,Tamsulosin HCl PR Tablet 400mcg ,EA,5B-3-533,
0004-24-079-W,Lisinopril 20mg Tablet,EA,5B-3-534,
0004-08-051-E,Doxycycline Hyclate 100mg Capsule,EA,5B-3-535,
0004-24-303-H,AmLODIPine Besilate 10mg Tablet,EA,5B-3-536,
0004-24-325-D,Atorvastatin 20mg Tablet,EA,5B-4-537,
0004-24-017-W,HydrALAzine HCl 10mg Tablet,EA,5B-4-538,
0000-31-62X-5,Sitagliptin 100mg Tablet,EA,5B-4-539,
0008-52-009-I,Atropine Sulfate 1% Eye Drop 5mL,BTL,5B-4-540,
0004-08-070-L,Mefloquine 250mg Tablet,EA,5B-5-541,
0005-84-444-F,Mometasone 0.1% Ointment 15g (Elosone),EA,5B-5-542,
0000-24-65X-1,LeveTIRAcetam 250mg Tablet,EA,5B-5-543,
0002-36-07X-3,Magnesium Sulf 35.4% Soln (Lemon Sweet),BTL,5B-5-544,
0015-68-003-I,Prednisolone 10mg/5mL Syrup,BTL,5B-6-545,
0000-32-87X-1,Tadalafil 5mg Tablet,EA,5B-6-546,
0004-28-391-H,ROPINIRole PR 4mg Tablet (Requip PD 24 Hour),EA,5C-1-553,
0004-10-062-K,MEGESTROL ACETATE 160MG TAB,EA,5C-1-554,
0004-28-158-H,Sodium Valproate Chrono 200mg Tablet (Epilium),EA,5C-1-555,
0004-68-154-G,Pioglitazone 15mg Tablet (Actos),EA,5C-1-556,
0004-28-024-G,Indometacin 25mg Capsule,EA,5D-1-565,
0004-28-410-E,OLANzapine 10mg Orodispersible Tablet,EA,5D-1-566,
0004-08-016-G,Ethambutol HCl 100mg Tablet,EA,5D-1-567,
0004-24-242-F,Amiodarone HCl 200mg Tablet,EA,5D-1-568,
0004-12-036-C,Phenoxybenzamine 10mg Cap,EA,5D-2-569,
0004-08-076-K,Ciprofloxacin 500mg Tablet,EA,5D-2-570,
0005-12-019-F,Nicotine 25mg/16hr Patch (Nicorette),EA,5D-2-571,
3893-62-47X-4,Desmopressin 25mcg Oral Lyophilisate,EA,5D-2-572,
0004-40-022-F,Calcium Carbonate 625mg Tablet,EA,5D-3-573,
0000-21-18X-2,Etoricoxib 90mg Tab,TAB,5D-3-574,
0004-24-090-C,Enalapril Maleate 10mg Tablet,EA,5D-3-575,
0004-24-289-F,CarveDILOL 6.25mg Tablet,EA,5D-3-576,
0005-84-104-H,Silicone Cream 50g,EA,5D-4-577,
0004-68-018-K,Norethisterone 5mg Tablet,EA,5D-4-578,
0015-40-044-C,Oral Rehydration Salts,EA,5D-4-579,
0004-28-228-W,Carbamazepine CR 400mg Tablet (Tegretol),EA,5D-4-580,
0004-08-025-F,MetroNIDAzole 200mg Tablet,EA,5D-5-581,
0004-56-016-I,Sennosides 7.5mg Tablet (Senna),EA,5D-5-583,
0008-52-107-I,"TobraMYCIN, Dexamethasone Eye Oint 3.5g (TobraDEX)",EA,5D-6-585,
0005-84-281-H,Betamethasone Dipropionate 0.05% Cream 15g,EA,5D-6-587,
0008-52-147-H,BrinZOLamide 1% Eye Drop 5mL (Azopt),EA,5D-6-588,
6571-07-91X-9,Sucroferric Oxyhydroxide 500mg Tablet,EA,5D-6-589,
0004-68-110-L,Cyproterone Acetate 50mg Tablet,EA,5E-1-593,
0000-34-44X-3,Valsartan 80mg Tablet,EA,5E-1-594,
0004-28-118-I,Nortriptyline HCl 10mg Capsule/Tablet,EA,5E-1-595,
0001-68-002-C,Beclometasone Dipropionate 50mcg Inhaler 200D,EA,5E-1-596,
0004-56-043-F,Domperidone 10mg Tablet,EA,5E-2-597,
0005-24-001-J,Glyceryl Trinitrate TTS 5mg/24hr Patch,EA,5E-2-598,
0004-20-024-L,Clopidogrel 75mg Tablet,EA,5E-2-599 to 600,
0004-24-347-K,Losartan 100mg Tablet,EA,5E-3-601,
0004-88-008-W,PyridoXINE HCl 10mg Tablet,EA,5E-3-602,
0004-28-168-E,Naproxen Sodium 275mg Tablet,EA,5E-3-603,
0021-00-30X-2,Heparin 500U/5mL Prefilled Syr,EA,5E-3-604,
0004-56-018-E,Famotidine 20mg Tablet,EA,5E-4-605,
0015-08-026-K,Azithromycin 200mg/5mL Susp 15ML,BTL,5E-4-606,
0004-68-061-J,GliPIzide 5mg Tablet,EA,5E-4-607,
0004-08-219-K,Oseltamivir 30mg Capsule (Tamiflu),EA,5E-4-608,
0015-28-017-K,Ibuprofen 100mg/5mL Syrup 100mL,BTL,5E-5-609,
0004-68-073-C,MetFORMIN 850mg Tablet,EA,5E-5-610,
0007-52-002-H,Mupirocin 2% Nasal Ointment 3g,EA,5E-5-611,
0001-68-023-F,Seretide 25/250mcg Evohaler 120D,EA,5E-5-612,
0005-84-095-E,"HYDrocortisone 1%, Miconazole 2% Cream 15g",EA,5E-6-613,
0017-55-47X-8,"Calcipotriol,Betamet Foam 60G (Enstilar)",EA,5E-6-614,
0015-40-028-L,Potassium Citrate 3g/10mL Mixture,BTL,5E-6-615,
0033-56-78X-2,Promethazine HCl 5mg/5mL Syrup 60mL/100mL,BTL,5E-6-616,
0004-08-052-C,Aciclovir 200mg Tablet,EA,6A-1-621,
0004-28-042-E,Phenobarbital 60mg Tablet,EA,6A-1-622,
0004-24-070-I,Metoprolol Tartrate 100mg Tablet,EA,6A-1-623,
0000-32-12X-7,Sod Fusidate 250mg Tablet,EA,6A-1-624,
0004-28-368-D,ZolpiDEM Tartrate CR 12.5mg Tablet (Stilnox),EA,6A-2-625,
0004-28-415-K,ROPINIRole 2mg Tablet,EA,6A-2-626,
0004-24-351-E,Irbesartan 150mg Tablet,EA,6A-2-627,
0004-24-254-C,NiFEdipine LA 60mg Tablet,EA,6A-2-628,
0004-12-003-G,Trihexyphenidyl 2mg Tablet (Benzhexol),EA,6A-3-629,
0004-40-004-H,Furosemide 40mg Tablet,EA,6A-3-630,
0004-08-063-I,Amoxicillin 250mg Capsule,EA,6A-3-631,
0004-92-001-G,Allopurinol 100mg Tablet,EA,6A-3-632,
0004-28-055-G,Sodium Valproate 200mg Tablet,EA,6A-4-633,
0004-28-098-K,ClomiPRAMINE HCl 25mg Tablet,EA,6A-4-634,
0004-24-088-L,Fenofibrate 300mg Capsule,EA,6A-4-635,
0004-88-003-L,Ascorbic Acid 100mg Tablet,EA,6A-4-636,
0020-56-009-G,Mesalazine 500mg Suppository,EA,6A-5-637,
0013-84-090-J,Coal Tar 25% Shampoo 200mL,BTL,6A-5-638,
0005-84-167-F,"Betamethasone 0.05%, Clioquinol 3% Cream 15g",EA,6A-5-639,
3166-89-66X-9,Triamcinolone Acetonide 0.1% Oral 3G/5G,EA,6A-5-640,
0001-12-044-L,Tiotropium Inhaler 2.5mcg (Spiriva Respimat),PK,6A-6-641,
0004-52-002-G,Dequalinium Chloride 0.25mg Lozenges,EA,6A-6-642,
0005-84-336-I,"Gentamicin,Clotrimazole,Betamethasone Cr (10g/15g)",EA,6A-6-643,
0000-26-95X-3,Montelukast 5mg Chewable Tablet,EA,6A-6-644,
0004-28-306-L,ARIPIprazole 15mg Tablet (Abilify),EA,6B-1-649,
0012-20-24X-2,Paxlovid Tablet 30S,BOX,6B-1-650,
0004-24-084-I,CapTOPril 12.5mg Tablet,EA,6B-1-651,
0036-75-75X-7,Darolutamide 300mg Tablet (NUBEQA),EA,6B-1-652,
0005-84-441-I,Gentamicin Sulf 0.1% Cr 10g,TBE,6B-2-653,
0004-68-127-F,Danazol 200mg Capsule,EA,6B-2-654,
0004-24-097-K,DilTIAZem HCl 60mg Tablet,EA,6B-2-655,
0004-12-018-E,PyridoSTIGmine Bromide 60mg Tablet,EA,6B-2-656,
0004-08-008-F,Co-Trimoxazole 80/400mg Adult Tablet,EA,6B-3-657,
0004-24-324-E,Atorvastatin 10mg Tablet,EA,6B-3-658,
0004-56-039-H,CINNArizine 25mg Tablet,EA,6B-3-659,
0004-28-116-W,Codeine Phosphate 30mg Tablet,EA,6B-3-660,
0004-28-167-G,Diclofenac Sodium 50mg EC Tablet,EA,6B-4-661,
0004-56-014-W,Prochlorperazine 5mg Tablet,EA,6B-4-662,
0000-12-80X-3,Acarbose 100mg Tablet,EA,6B-4-663,
0004-28-352-K,HydrOXYzine 10MG CAP/TAB,EA,6B-4-664,
0000-15-81X-9,Bisoprolol Fumarate 2.5mg Tab,EA,6B-5-665,
0020-28-010-H,DiazePAM 5mg/2.5mL Rectal Tube,EA,6B-5-666,
0013-84-048-I,Calamine Lotion 100mL,BTL,6B-5-667,
0008-52-251-L,TobraMYCIN 0.3% Eye Drop 5mL,EA,6B-5-668,
0005-84-105-F,Betamethasone Valerate 0.1% Cream 15g,EA,6B-6-669,
0005-84-274-E,Cocois Co Ointment 30g,EA,6B-6-670,
0013-84-053-E,"Proflavine Hemisulfate 1:1,000 Lotion (50mL/75mL)",BTL,6B-6-671,
0001-79-32X-6,SERTACONAZOLE 2% CREAM 20G,EA,6B-6-672,
0004-28-369-C,Venlafaxine XR 75mg Tablet,EA,6C-1-677,
0004-92-055-F,Tacrolimus 0.5mg Capsule (Prograf),EA,6C-1-678,
9501-53-01X-4,Vortioxetine 5mg Tablet,EA,6C-1-679,
0008-52-175-C,Tears Naturale II Eye Drop 15mL,EA,6C-1-680,
0004-28-287-H,"Levodopa 100mg, Benserazide HBS 25mg Cap (MAdopar)",EA,6D-1-689,
0005-84-372-F,Tacrolimus 0.03% Ointment 10g (Protopic),EA,6D-1-690,
3246-86-51X-5,Symbicort 80/2.25MCG RAPIhaler 120D,EA,6D-1-691,
6630-96-33X-4,"Doxylamine 10mg, Pyridoxine 10mg DR Tab (DICLECTIN)",EA,6D-1-692,
0004-92-154-J,RivaROXaban 20mg Tablet (Xarelto),EA,6D-2-693,
0004-28-143-J,FluOXETine 10mg Capsule,EA,6D-2-694,
0004-24-302-I,AmLODIPine Besilate 5mg Tablet,EA,6D-2-695 to 696,
0004-88-054-F,Mecobalamin 500mcg Capsule,EA,6D-3-697,
0004-24-003-W,Lisinopril 5mg Tablet,EA,6D-3-698,
0004-08-004-C,CefALExin 250mg Capsule,EA,6D-3-699,
0004-28-016-F,DiazePAM 5mg Tablet,EA,6D-3-700,
0004-68-019-I,Prednisolone 1mg Tablet,EA,6D-4-701,
0004-08-244-W,Dolutegravir 50mg Tablet (Tivicay),EA,6D-4-702,
0004-88-007-D,"Vitamin B1 100mg, B6 200mg, B12 200mcg Tablet",EA,6D-4-703,
0004-24-346-L,Losartan 50mg Tablet,EA,6D-4-704,
0005-84-277-J,Betamethasone Valerate 0.025% Ointment 30g,EA,6D-5-705,
0005-24-007-F,Glyceryl Trinitrate 0.2% Ointment 30g (Rectogesic),EA,6D-5-706,
0015-40-004-W,Dextrose 75g Soln 296mL,BTL,6D-5-707,
0015-04-021-H,Chlorphenamine 4mg/5mL Syrup (100mL/120mL),BTL,6D-5-708,
0004-20-011-L,Anagrelide HCl 500mcg Capsule (AGRYLIN),EA,6D-6-709,
0015-56-022-J,Paraffin Liquid Co Emulsion 100mL,BTL,6D-6-710,
6745-01-57X-0,Vonoprazan 20mg Tablet,EA,6D-6-711,
0004-08-235-W,Rilpivirine 25mg Tablet (Edurant),EA,6D-6-712,
0004-28-249-E,ZopiCLONE 7.5mg Tablet,EA,6E-1-717,
0005-12-017-H,Rivastigmine 9.5mg/24H Patch (Exelon),EA,6E-1-718,
0004-08-012-D,Dapsone 100mg Tablet,EA,6E-1-719,
0004-24-362-C,Candesartan Cilexetil 8mg Tablet,EA,6E-1-720,
0004-68-029-F,Tolbutamide 500mg Tablet,EA,6E-2-721,
0004-28-169-C,ZOLMitriptan 2.5mg Dispersible Tablet (Rapimelt),EA,6E-2-722,
0000-29-92X-4,Pregabalin 75mg Cap ,EA,6E-2-723,
0004-28-047-F,Phenytoin Sodium 100mg Capsule,EA,6E-2-724,
0004-24-089-J,Enalapril Maleate 5mg Tablet,EA,6E-3-725,
0004-56-129-H,ESomeprazole 40mg Tablet,EA,6E-3-726,
0004-24-247-G,Simvastatin 20mg Tablet,EA,6E-3-727,
0020-84-001-D,Clotrimazole 100mg Pessary,EA,6E-3-728,
6266-68-68X-0,Ceftazidime 2g + Avibactam 0.5g Inj,EA,6E-4-729,
0004-24-354-W,Sildenafil 100mg Tablet,EA,6E-4-730,
0004-10-112-D,Enzalutamide 40mg Cap (XTANDI),EA,6E-4-731,
0004-56-004-E,Bisacodyl EC 5mg Tablet,EA,6E-4-732,
0013-84-059-D,Betamethasone Valerate 0.1% Scalp Lotion 80mL,BTL,6E-5-733,
0015-08-011-W,Cloxacillin 125mg/5mL Suspension 60mL,BTL,6E-5-734,
0015-86-003-G,Theophylline 80mg/15mL Syrup 5L (Nuelin) 500mL,BTL,6E-5-735,
0013-84-051-I,Methyl Salicylate 25% Liniment,BTL,6E-5-736,
0005-84-060-W,"HYDrocortisone 1%, Clioquinol 3% Cream 15g",EA,6E-6-737,
0000-33-76X-7,Tolterodine Tartrate SR 4mg Cap,EA,6E-6-738,
0000-22-72X-5,Glycerol 2g Suppository,EA,6E-6-740,
0004-08-258-H,Moxifloxacin 400mg Tab,EA,6E-7-741,
0008-43-86X-1,Umeclidinium 62.5Mcg Ellipta 30'S (Incruse),EA,6E-7-742,
0004-28-061-L,Trifluoperazine HCl 5mg Tablet,EA,7A-1-745,
0002-84-001-F,Ethyl Chloride Spray,EA,7A-1-746,
0002-12-58X-1,Nebivolol HCl 5mg,EA,7A-1-748,
0004-20-004-I,Warfarin Sodium 5mg Tablet,EA,7A-1-749,
0004-28-181-W,ROPINIRole 0.25mg Tablet (Requip),EA,7A-1-750,
0004-08-117-L,LamiVUDine 150mg Tablet (Epivir),EA,7A-2-751,
0004-28-243-F,ALPrazolam 0.25mg Tablet,EA,7A-2-752,
